Gene	GeneID	log2FC	AbsLog2FC	padj	baseMean	Rank	Percentile
AL109615.3	18610	1.06112991925335	1.06112991925335	8.30246634439856e-14	178.509564799183	507	2.1249
FAM181A-AS1	20376	-1.06083833489715	1.06083833489715	1.28900594667286e-05	12.2605341926194	508	2.1291
PRAME	14001	1.06042734432436	1.06042734432436	0.000136934435955556	1283.93201674284	509	2.1333
CRYM	2666	-1.06024737103561	1.06024737103561	1.6186096215584e-08	1319.34752809549	510	2.1375
CALML3-AS1	15750	1.06011771554187	1.06011771554187	2.23210823417222e-08	75.7681804711699	511	2.1417
FAM181A	7339	-1.0601101878197	1.0601101878197	1.04822047555072e-05	38.7130970087479	512	2.1459
C11orf97	20222	-1.0598684488333	1.0598684488333	0.000156572709549048	19.5583141658263	513	2.1501
VSIG1	2459	-1.05962276449236	1.05962276449236	1.97181188272779e-05	2508.81975396801	514	2.1543
L1CAM	15345	1.05931581508227	1.05931581508227	2.31027168261606e-09	132.90900310313	515	2.1585
TSPAN8	5494	-1.05916234351541	1.05916234351541	4.23551212809579e-07	4759.16859004847	516	2.1627
MMP13	6970	1.05896273366457	1.05896273366457	4.1577544413658e-06	1505.50185195186	517	2.1669
CNGA3	7904	-1.05886076280542	1.05886076280542	4.49911389590981e-05	353.086981230859	518	2.1711
SLC22A31	20571	-1.05751158145211	1.05751158145211	4.09392625518687e-11	5809.87936464845	519	2.1753
CLCA2	7026	1.0573972537117	1.0573972537117	1.06392237750475e-06	81.2373728095912	520	2.1795
KCNG3	11782	1.05733614090546	1.05733614090546	1.77460718556802e-10	51.8884462889265	521	2.1837
UGT3A2	11319	1.05614907636898	1.05614907636898	8.20493612911237e-07	19.2776817093943	522	2.1879
AC092868.1	20547	-1.05601744453281	1.05601744453281	2.40765476540412e-06	74.1428918668028	523	2.1921
TTK	3867	1.05597632743504	1.05597632743504	1.05513842184664e-21	523.100218444282	524	2.1963
AC007639.1	21092	1.05374849384084	1.05374849384084	7.22695916600081e-11	7.02444093218344	525	2.2005
VTN	3429	-1.05209810184575	1.05209810184575	6.30488596685689e-10	56.6548702188468	526	2.2047
LHFPL3	14261	-1.05047920755489	1.05047920755489	1.39981282435225e-06	47.2981734978123	527	2.2089
AC116345.1	19504	-1.04941425101297	1.04941425101297	0.00223754533987528	23.9760598037364	528	2.2131
LINC02577	17420	1.04925567975092	1.04925567975092	8.31293828665551e-06	203.773351481092	529	2.2173
RBPMS-AS1	19892	-1.04859221128797	1.04859221128797	2.31377611434241e-18	124.103940327064	530	2.2215
AL358787.2	23791	-1.04827678572305	1.04827678572305	1.11520507557386e-05	9.74259223084734	531	2.2257
B3GALT2	9913	-1.04725020894617	1.04725020894617	4.26938869050805e-09	145.088456198721	532	2.2299
CEROX1	20764	-1.04724134236116	1.04724134236116	1.52738221576074e-12	85.3089043077511	533	2.2341
MYH16	20	1.04690620201481	1.04690620201481	1.47733093321811e-10	39.0472692525119	534	2.2383
AC123595.2	23528	-1.04636388569592	1.04636388569592	1.15691268099945e-11	14.9155628203766	535	2.2425
LINC01224	21597	1.04586681959323	1.04586681959323	2.18757520889164e-06	86.7313569239378	536	2.2467
FOXD1	19695	1.04314139389564	1.04314139389564	3.75008382829778e-05	33.3558216367389	537	2.2509
CRABP1	10841	1.04211484632318	1.04211484632318	0.000141460873600696	50.4476954795364	538	2.2551
CRTAC1	1954	-1.04125705259942	1.04125705259942	1.38358598717952e-09	1161.19408948114	539	2.2593
CYP4Z2P	8965	-1.04121794783345	1.04121794783345	4.16803025623268e-06	34.5169743171201	540	2.2635
KIF2C	7685	1.04032549106276	1.04032549106276	1.44952937140623e-22	1052.243039001	541	2.2677
GOLGA2P11	20623	-1.04021048379162	1.04021048379162	3.79892061953554e-05	9.98316446353092	542	2.2719
AC015849.5	21777	1.03822245738202	1.03822245738202	1.62072419019802e-12	28.4044924385874	543	2.2761
IL12RB2	1483	1.03819174840276	1.03819174840276	7.94059705572745e-13	165.759313553008	544	2.2803
ZNF114	12885	1.03816405769342	1.03816405769342	5.81083004222984e-08	165.60721552231	545	2.2845
SERPINA1	14892	-1.03794988675577	1.03794988675577	8.71447654588504e-12	52381.1864499061	546	2.2887
AC126564.1	23027	-1.03597750252949	1.03597750252949	0.000500374649379607	19.9539217999963	547	2.2929
CPB1	8844	1.03560025456548	1.03560025456548	2.52836040508713e-05	22.1358682320452	548	2.2971
AC011447.3	21380	1.03464921201807	1.03464921201807	7.67571005439275e-08	198.314968943409	549	2.3013
TESC	1730	-1.03462695946801	1.03462695946801	9.27691764118341e-08	4206.83364753294	550	2.3055
CDHR3	5613	-1.03368859914067	1.03368859914067	2.26804188735693e-07	717.82567737959	551	2.3097
AL117329.1	16773	1.03357104313408	1.03357104313408	5.02220362247079e-05	41.9196133260346	552	2.3139
PIWIL1	5253	-1.03351210681199	1.03351210681199	0.000299317877815716	18.2874251558466	553	2.3181
HCN1	10443	-1.03334695337349	1.03334695337349	0.0001252541010948	35.2857655802874	554	2.3223
PNCK	5905	1.03250890051248	1.03250890051248	2.3527072337392e-08	70.512266233246	555	2.3265
NR4A1AS	20589	-1.03186089496486	1.03186089496486	9.30331651577625e-09	47.9665112082078	556	2.3307
GPA33	7713	-1.03165887408127	1.03165887408127	4.09248682154692e-10	81.9820674762779	557	2.3349
FAM177B	14954	-1.03119166590943	1.03119166590943	7.10482024211414e-08	183.719538814063	558	2.3391
FBN3	7631	1.0306055180366	1.0306055180366	1.83441531294274e-06	231.19991589474	559	2.3433
NR0B1	11451	1.02991617468467	1.02991617468467	0.0382825440463404	253.372536482711	560	2.3475
HOXA13	3078	1.02943902078926	1.02943902078926	0.00811566574620609	26.054734209771	561	2.3517
GJB6	4876	1.02860918087771	1.02860918087771	2.57906958192071e-05	228.6108927912	562	2.3559
INSYN1	15738	-1.02836732577645	1.02836732577645	1.60596109284649e-11	109.232019185583	563	2.3601
SIX3	7049	1.02763084881394	1.02763084881394	0.000254950299596202	33.4734483891306	564	2.3643
KLHL31	5216	1.02755763624223	1.02755763624223	1.56008616508327e-16	60.8007671568597	565	2.3685
RHOBTB2	217	-1.02730901604218	1.02730901604218	2.3794108409075e-21	4446.64001644656	566	2.3727
MUC3A	11546	-1.02722846274713	1.02722846274713	1.94977046577036e-06	2481.34631327068	567	2.3769
RPL39L	10258	1.0265487805864	1.0265487805864	4.35616226476807e-18	777.109363433269	568	2.3811
LGALS9C	11943	-1.0251719431593	1.0251719431593	1.92793737473821e-07	31.8521553506293	569	2.3853
KRT14	14198	1.02473465777752	1.02473465777752	8.61481702059745e-05	126.231748230265	570	2.3895
TMPOP2	21032	1.02421096481444	1.02421096481444	5.25431711248524e-14	7.08823067147115	571	2.3937
SLC16A4	11323	-1.02319970283585	1.02319970283585	3.4543944966186e-12	1840.94220571259	572	2.3978
SOX8	100	-1.02281982593143	1.02281982593143	1.01047882729167e-11	57.3526713716499	573	2.402
UNC5B-AS1	18587	-1.0209939903017	1.0209939903017	1.03916530752311e-10	17.2752365680847	574	2.4062
PI16	10434	-1.02076561852264	1.02076561852264	2.13915738265878e-08	49.7298200790053	575	2.4104
AC027288.3	20302	-1.01764306373971	1.01764306373971	6.65493452915923e-10	62.9553271105077	576	2.4146
ST6GAL2	7891	-1.01707481615838	1.01707481615838	9.79016706071576e-09	116.167202335651	577	2.4188
LRRC36	9544	-1.01694406614849	1.01694406614849	5.74886675276847e-10	167.909632635957	578	2.423
SLC5A9	4489	-1.01688815494414	1.01688815494414	9.70244333133077e-11	100.128415039116	579	2.4272
RGS20	8299	1.01614230280724	1.01614230280724	3.82622391265335e-09	98.4871931615724	580	2.4314
CREG2	12562	1.01571398405754	1.01571398405754	1.10711960350233e-07	74.5209800007015	581	2.4356
AC087667.1	19184	1.0155665729792	1.0155665729792	9.89337808096975e-06	9.67341808419585	582	2.4398
POU4F1	8750	1.01497894962656	1.01497894962656	6.28755020049387e-05	41.7127878217771	583	2.444
NMU	3451	1.01477860196934	1.01477860196934	3.15144841531307e-08	282.64231133119	584	2.4482
HIF1A-AS3	20390	1.01442562106856	1.01442562106856	4.43663599752617e-12	71.2693975624653	585	2.4524
LINC01750	17763	-1.01289308037875	1.01289308037875	1.05230887553942e-12	11.2541451521071	586	2.4566
LBP	5758	-1.01279620867759	1.01279620867759	0.000249753485495139	86.2836678932287	587	2.4608
CR589904.2	23404	1.01257366846678	1.01257366846678	0.0016815414344316	22.7733179512693	588	2.465
SCARA5	11213	-1.01241894203012	1.01241894203012	4.78584652686593e-07	292.174139534652	589	2.4692
ERBB4	12937	-1.01139098422359	1.01139098422359	3.71540752557116e-09	166.196240510663	590	2.4734
CFAP73	14181	-1.01113503140435	1.01113503140435	2.96841490934136e-07	79.3070121839575	591	2.4776
HJURP	5060	1.01059788476176	1.01059788476176	1.48066026563963e-19	780.331250034545	592	2.4818
C20orf85	5145	-1.01053017980059	1.01053017980059	0.000307771789473381	390.308249196993	593	2.486
LINC02428	19411	1.01001079252831	1.01001079252831	0.000509411499371836	12.9027638290827	594	2.4902
SCNN1G	10927	-1.00901944386385	1.00901944386385	1.58516992542472e-10	759.353260966745	595	2.4944
ADCY2	1356	-1.00889846007332	1.00889846007332	3.5718429321373e-09	68.7598014128618	596	2.4986
C8orf34	10558	-1.00775747660084	1.00775747660084	9.05994304179632e-12	152.284561482047	597	2.5028
SLC7A2	44	-1.00738910331474	1.00738910331474	9.99607197930745e-08	6146.25835149603	598	2.507
LINC01446	15769	1.00692008313575	1.00692008313575	0.0187401669609335	45.7980632200264	599	2.5112
TPRXL	13190	1.0052768932805	1.0052768932805	4.63638501422058e-06	15.2114958285393	600	2.5154
H1-5	13759	1.00507687887778	1.00507687887778	2.40312333854758e-06	10.1801380036132	601	2.5196
LINC00973	18808	1.00331620718302	1.00331620718302	0.00292207446781893	76.1549913452336	602	2.5238
ACE2	5793	-1.00268816294293	1.00268816294293	1.60378852165454e-09	117.85953646942	603	2.528
ANKRD45	13673	-1.00263650454445	1.00263650454445	4.10148458192373e-09	63.4464771095302	604	2.5322
CLDN9	16229	1.00236760489085	1.00236760489085	3.083662839351e-08	373.437406248588	605	2.5364
CFAP46	11914	-1.00214615695516	1.00214615695516	2.60503742864005e-07	118.849115309409	606	2.5406
GGT6	11128	-1.00191568730219	1.00191568730219	4.81582772572346e-08	691.11684837197	607	2.5448
AC108519.1	23786	-1.00184692492774	1.00184692492774	6.35185746519872e-08	110.740030357148	608	2.549
BTNL9	10707	-1.00102526696847	1.00102526696847	6.54674656480115e-13	287.955891188475	609	2.5532
SLC12A5-AS1	15476	1.00049849212771	1.00049849212771	1.00168496710451e-08	7.28705249765107	610	2.5574
AC073862.3	22965	-0.999924596899322	0.999924596899322	4.43500360870344e-05	9.3718813334121	611	2.5616
FGG	11866	-0.999080640777127	0.999080640777127	0.000310203168997203	22229.5111305052	612	2.5658
LINC02003	21117	0.998392962039191	0.998392962039191	3.07935761678223e-08	8.14379651115439	613	2.57
GPR156	12534	0.996574369366366	0.996574369366366	4.13867588046518e-11	61.4939377490782	614	2.5742
FAM72B	14449	0.996536693476001	0.996536693476001	1.99953693619052e-18	53.639070464747	615	2.5784
ST18	8298	0.996502226498696	0.996502226498696	3.88442154597114e-11	33.0263380534904	616	2.5826
VTCN1	6372	0.994518517816098	0.994518517816098	2.14505543260154e-06	538.211277701354	617	2.5868
RDM1	22673	0.994505231046937	0.994505231046937	1.66180312568014e-17	43.390937976434	618	2.591
ADH6	12116	-0.993788269394049	0.993788269394049	1.44353394799262e-07	90.6083623462739	619	2.5952
TUBA4B	19094	-0.991923030182052	0.991923030182052	5.45112487780074e-06	93.6428307208781	620	2.5994
DEPDC1	420	0.991269086470371	0.991269086470371	5.58780683133274e-17	479.404953181377	621	2.6036
ADRA1A	4813	-0.990239021803189	0.990239021803189	1.30726447397628e-06	12.6927231986915	622	2.6078
LINCR-0001	19817	-0.989813832028174	0.989813832028174	1.2220343742716e-07	37.8590928293742	623	2.612
INSYN2B	15645	0.988379926849241	0.988379926849241	6.46167905482679e-10	37.6367082481881	624	2.6162
AL590004.3	20728	0.987164812311584	0.987164812311584	1.40415234954778e-07	82.8857107420285	625	2.6204
IRX3	12790	-0.987057428383654	0.987057428383654	3.19986485603251e-16	2565.67289470796	626	2.6246
BAALC	10522	-0.987026265751498	0.987026265751498	5.46457984547343e-07	373.227789093314	627	2.6288
LINC01331	19401	-0.986901245060928	0.986901245060928	7.6792424741026e-07	11.2788707686619	628	2.633
AC093904.2	18948	0.986782780582707	0.986782780582707	1.50034630721798e-08	13.731055487018	629	2.6372
LRRK2	14509	-0.984929042571144	0.984929042571144	2.1690789936142e-09	4922.81057615571	630	2.6414
KLF15	10248	-0.983778075968625	0.983778075968625	1.30855466272198e-12	393.890317719872	631	2.6456
CA4	11047	-0.983664273522004	0.983664273522004	4.66363851216016e-07	108.571296568016	632	2.6498
MAST1	2982	0.98351714548241	0.98351714548241	1.13433094432188e-15	110.251873039316	633	2.654
DIRAS2	10546	0.983132227029058	0.983132227029058	7.06604071091193e-06	27.6735880528804	634	2.6582
LINC01932	19769	-0.98293782645854	0.98293782645854	1.45994870680199e-07	12.1517171309944	635	2.6624
AL121929.2	22159	0.982506789249172	0.982506789249172	1.08819567669818e-07	25.0971366262665	636	2.6666
LINC02814	18516	-0.982197206998164	0.982197206998164	4.38930619675861e-08	47.16154049591	637	2.6708
AC136297.1	23772	0.981910883970839	0.981910883970839	2.62425816838682e-10	6.68126932683537	638	2.675
XRCC2	14741	0.980979677544202	0.980979677544202	1.00358809177978e-24	335.693515768451	639	2.6792
ZNF667	15089	0.980773229084405	0.980773229084405	4.53781687079227e-13	167.149192511654	640	2.6834
NKAIN3	14048	-0.980709561734571	0.980709561734571	7.05399127178389e-05	80.9004839582831	641	2.6876
CCNE1	2893	0.980569514777258	0.980569514777258	3.37687219999495e-16	450.997379647963	642	2.6918
HEPACAM2	14380	0.980390441848298	0.980390441848298	0.000215926340205673	67.0589149512241	643	2.696
C1orf87	9900	-0.978583954920831	0.978583954920831	0.000184605549366643	82.6156860342718	644	2.7002
UGT1A1	18904	0.977679688605226	0.977679688605226	0.00406581883614619	49.6179999608464	645	2.7044
EPYC	1533	0.977423331738603	0.977423331738603	8.10954452812289e-05	61.9399383966804	646	2.7086
AC129492.2	21075	-0.976937077831287	0.976937077831287	1.3668552300242e-05	7.86366475340767	647	2.7128
C9orf24	10538	-0.974349743418152	0.974349743418152	4.41722788455537e-06	190.727205015573	648	2.717
GJB1	11489	-0.974145992257312	0.974145992257312	3.20396168718301e-06	1039.48520225768	649	2.7212
CCT8P1	17028	-0.974101677177296	0.974101677177296	3.55832970289074e-14	346.460819438197	650	2.7254
INMT	18906	-0.973829875400184	0.973829875400184	2.85625276567183e-12	1150.28546495761	651	2.7296
HBA2	14438	-0.973546728948493	0.973546728948493	6.02514704581616e-09	366.055747443733	652	2.7338
BHMT	8078	-0.973156991638348	0.973156991638348	4.98637532234097e-05	22.2408567479772	653	2.738
SCNN1B	11280	-0.972993149895759	0.972993149895759	2.76285531185093e-11	3346.53118015747	654	2.7422
EME1	9039	0.972812477495234	0.972812477495234	5.46865218535506e-25	151.098812851141	655	2.7464
CDHR2	1206	-0.972610645274255	0.972610645274255	6.54277222069882e-07	95.1681187098462	656	2.7506
ITIH2	8692	-0.97201382359816	0.97201382359816	9.35532933661036e-06	173.064515868593	657	2.7548
AC129926.1	21180	0.971682390341474	0.971682390341474	1.52286708443633e-05	14.7987968309395	658	2.759
DNMT3B	1696	0.971603159807096	0.971603159807096	2.12789848183957e-18	350.35559888559	659	2.7632
AC024940.1	12765	0.971131772237026	0.971131772237026	1.70640017947133e-08	44.3383226844598	660	2.7674
CPA4	5608	0.970807422698508	0.970807422698508	4.31030029563208e-06	22.0045245991234	661	2.7716
CDCA5	8198	0.970491126216468	0.970491126216468	9.07051943055376e-21	1145.1067297165	662	2.7758
HAR1A	17024	-0.970474961499216	0.970474961499216	1.92816693718888e-09	44.0661089176621	663	2.78
TEKT1	11154	-0.970360648038703	0.970360648038703	8.45689551212922e-05	231.917538531875	664	2.7842
SLC26A5	11693	-0.969108308838129	0.969108308838129	1.02164153804717e-07	37.2542764360145	665	2.7884
TPX2	1698	0.968848199343047	0.968848199343047	2.13158702427985e-17	2805.87723688951	666	2.7926
AMZ1	12419	0.968702843093588	0.968702843093588	8.94662249762391e-13	71.9590236841292	667	2.7968
MYBPC1	14608	-0.968614769676028	0.968614769676028	0.000246437677859271	59.3530071504002	668	2.801
CENPA	4122	0.967737477591349	0.967737477591349	4.92614429311963e-16	323.610313740131	669	2.8052
YBX2	117	0.967126612653773	0.967126612653773	5.24960867323728e-07	295.444543473075	670	2.8094
CTXND1	20509	-0.966710002237506	0.966710002237506	5.29736562331127e-09	51.7886875979658	671	2.8136
BPIFB1	5385	-0.966611944386529	0.966611944386529	6.85629868837277e-05	8037.33558937088	672	2.8178
MUCL1	12050	0.966131817944696	0.966131817944696	0.000104621225663112	26.519167021784	673	2.822
SRGAP3-AS2	17416	-0.964955075088826	0.964955075088826	0.000973648696881359	110.111216918532	674	2.8262
SYT16	7324	0.96458213320346	0.96458213320346	1.6494225649483e-06	91.7050289251401	675	2.8304
ZNF571-AS1	21398	0.962864296827359	0.962864296827359	2.6486054864074e-11	61.419954914907	676	2.8346
CLEC3B	10228	-0.962609758702017	0.962609758702017	5.48501806155986e-13	205.631091849743	677	2.8388
RND1	12058	-0.962071458580403	0.962071458580403	2.1702608384403e-10	2020.32491984589	678	2.843
SEPTIN3	2114	0.961353356722688	0.961353356722688	4.91358360825109e-12	380.181789040159	679	2.8472
MIR924HG	21379	0.960831825246971	0.960831825246971	7.73249326698104e-10	55.2102017741646	680	2.8514
ADH1C	19342	-0.960195389913283	0.960195389913283	4.67386758622797e-05	656.300788376984	681	2.8556
RAD54L	1609	0.958808307097586	0.958808307097586	8.43146773350038e-21	218.519066687711	682	2.8598
RSPO2	8319	-0.958696032247964	0.958696032247964	5.42082990832262e-07	64.3362231323031	683	2.864
FRG1GP	23163	0.958621085091115	0.958621085091115	3.13412441404741e-07	25.2511511025684	684	2.8682
GAL	1030	0.957758162099827	0.957758162099827	6.05394765632323e-05	118.63871598292	685	2.8724
NKAIN4	2364	0.957048848817039	0.957048848817039	3.79446359507984e-07	69.1975470502976	686	2.8766
AC061975.6	21273	0.956790817775718	0.956790817775718	0.00290688638907361	24.3252403247016	687	2.8808
PTCHD1	10583	-0.956187320221188	0.956187320221188	1.93311785287116e-06	67.2180829811246	688	2.885
HOXA11	75	0.955894340800599	0.955894340800599	0.00311534121894509	26.0782275120755	689	2.8892
LINC01765	18064	-0.955870838144289	0.955870838144289	0.000233080305514085	13.9308313303871	690	2.8934
CT75	18614	0.955620332158494	0.955620332158494	1.45499342633754e-11	12.0174954198249	691	2.8976
AC025588.1	21511	0.954802100529067	0.954802100529067	2.38870306749085e-09	6.58160598234604	692	2.9018
AC004832.1	13284	-0.954716132152614	0.954716132152614	8.45965298420579e-06	29.2079215569462	693	2.906
GCLC	8	0.954233217819043	0.954233217819043	5.15331236075296e-10	4798.30238704952	694	2.9102
AC027228.2	20936	-0.954169028336215	0.954169028336215	5.90648642654575e-09	67.0320390235515	695	2.9144
DYNLRB2	11306	-0.953339622044698	0.953339622044698	3.31213257754457e-07	65.0298298168571	696	2.9186
LVRN	12106	0.953244785422039	0.953244785422039	1.23266148128913e-09	13.4675920943107	697	2.9228
GGH	6944	0.952778265012972	0.952778265012972	3.13913816207095e-13	1465.04079672294	698	2.927
KCNQ1	689	-0.952629447728403	0.952629447728403	1.68372366470641e-15	1809.64432751655	699	2.9312
RPS16P9	18992	0.951384389118294	0.951384389118294	0.00363871731277473	9.6270841944277	700	2.9354
AL445253.1	23378	-0.951067950655273	0.951067950655273	2.06638867338468e-09	22.5925567326727	701	2.9396
DSC3	6451	0.951023545288509	0.951023545288509	1.4038612226886e-05	121.234633517796	702	2.9438
GCK	3161	0.950758464020877	0.950758464020877	1.162333643713e-09	15.5950939582215	703	2.948
AMN	10762	-0.950597998047664	0.950597998047664	2.90936393563564e-09	543.994151580545	704	2.9522
MGC27382	18569	-0.950395861658492	0.950395861658492	9.69547599791388e-06	19.7149910112752	705	2.9564
ACADL	4163	-0.949963388189363	0.949963388189363	1.23732198067608e-08	171.749133703689	706	2.9606
LINC02489	20014	-0.949850462794664	0.949850462794664	3.07338327882324e-06	55.3435867189416	707	2.9648
CACNG6	5823	-0.949678490024009	0.949678490024009	0.000218341993151678	76.148413811022	708	2.969
BVES-AS1	15450	0.949657649675989	0.949657649675989	5.2751762186277e-08	11.2801981458403	709	2.9732
ZIC1	8842	0.947824363241983	0.947824363241983	0.0277000029342855	48.0001037106047	710	2.9774
AC079160.1	19591	0.947098295446384	0.947098295446384	0.00443495766063753	24.8705647835957	711	2.9816
AC008674.1	23591	-0.9461441162671	0.9461441162671	0.000578622124890468	12.220835854542	712	2.9858
H1-4	11251	0.945955034578894	0.945955034578894	1.03135841690132e-08	30.2578858668396	713	2.99
GPRC5C	11648	-0.945374504731254	0.945374504731254	4.7343514858114e-18	4854.86222214929	714	2.9942
MS4A8	10963	-0.945277248789739	0.945277248789739	0.000195837638230609	423.287362946235	715	2.9984
CHRNB2	9677	0.944825578225736	0.944825578225736	4.86798066235911e-08	16.7760020140886	716	3.0026
AC008397.2	23302	-0.944785062873803	0.944785062873803	1.2132691753938e-08	9.20759193470935	717	3.0068
FAR2P2	12886	0.944497731800697	0.944497731800697	4.30274158768016e-07	22.1647154263929	718	3.011
TACC2	7066	-0.944307631440935	0.944307631440935	3.30884744479961e-16	6639.51418057546	719	3.0152
AC108066.2	23585	0.943894529983727	0.943894529983727	5.17912007342691e-08	9.01135505923239	720	3.0194
PEX5L	4072	0.943771825979337	0.943771825979337	2.16250446190834e-10	26.4050143064307	721	3.0236
NKX1-2	17520	0.943702024159091	0.943702024159091	0.00164074902476206	97.9195149117238	722	3.0278
RASGRF1	755	-0.94342897154613	0.94342897154613	4.10192006523303e-08	702.46382374987	723	3.032
CROCC2	17074	-0.94292912970869	0.94292912970869	3.38076394398467e-06	67.26163539115	724	3.0362
MCM10	885	0.941832402983078	0.941832402983078	7.13370143421484e-16	462.492306137182	725	3.0404
LINC01436	17718	-0.941613947123143	0.941613947123143	1.85372203627285e-05	449.156214263137	726	3.0446
C1QL1	5944	0.941160480666554	0.941160480666554	5.12113382258467e-07	27.3183674608107	727	3.0488
SOSTDC1	11810	-0.941089706860276	0.941089706860276	4.00845778436511e-05	131.979068594319	728	3.053
GEM	10532	-0.940633102770412	0.940633102770412	8.21228733081184e-15	2628.99860450133	729	3.0572
NEIL3	3483	0.940251743461472	0.940251743461472	1.97559573114914e-10	243.717618229193	730	3.0614
C6orf118	3840	-0.940206422566163	0.940206422566163	0.000269500802146124	65.730781625065	731	3.0656
AC037441.1	19410	-0.940187064102764	0.940187064102764	1.89994263272233e-06	10.1350484756718	732	3.0698
MAOA	14566	-0.939847934623793	0.939847934623793	6.11529438784809e-15	6890.48215944947	733	3.074
AC010332.3	23792	0.938766153637162	0.938766153637162	3.57995433644845e-07	11.9091074262563	734	3.0782
DPYD-AS1	17949	0.937214563245412	0.937214563245412	0.000173647430845713	34.1003478404818	735	3.0823
PRSS12	10320	-0.936757968417819	0.936757968417819	5.43092624564728e-08	316.687265118676	736	3.0865
NUPR2	13920	0.935842732021218	0.935842732021218	0.000446634861594255	69.912599777405	737	3.0907
TMPRSS11D	8914	0.93582607036078	0.93582607036078	0.000582593765012097	22.961296257501	738	3.0949
VWA3A	12472	-0.935441721783867	0.935441721783867	1.62809154690151e-05	139.034187718262	739	3.0991
GAL3ST2	8971	0.935075921303495	0.935075921303495	2.36739959578624e-05	19.2647385262443	740	3.1033
NDC80	1450	0.934767811355507	0.934767811355507	1.65145786542027e-18	590.038398304507	741	3.1075
PDX1	7265	-0.934221100122901	0.934221100122901	0.0205835095691058	65.6218663709902	742	3.1117
LINC00525	8197	0.933984621554627	0.933984621554627	4.2158606997876e-08	18.5959425477081	743	3.1159
AC090970.2	22352	0.933978693124164	0.933978693124164	6.20555714881933e-17	12.2982996217895	744	3.1201
LTF	304	-0.9339781511327	0.9339781511327	3.64308920510847e-06	6175.87866570845	745	3.1243
NLRP11	13113	0.933680186688016	0.933680186688016	0.000190294632821992	15.3336253067609	746	3.1285
PIMREG	5689	0.933332418591059	0.933332418591059	6.11529438784809e-15	331.095818631491	747	3.1327
LRRC31	4018	-0.932091210701412	0.932091210701412	6.42860848642298e-06	330.408661249048	748	3.1369
POLQ	664	0.931193748004224	0.931193748004224	1.80016983101352e-17	313.595060999457	749	3.1411
FABP4	11630	-0.930862339074475	0.930862339074475	3.33097757117639e-07	236.346323167384	750	3.1453
CNIH2	12404	0.930073241191771	0.930073241191771	1.52539482935312e-15	68.3032595619898	751	3.1495
GINS4	8303	0.929374339725145	0.929374339725145	6.80235597686626e-20	279.984921003762	752	3.1537
AC073648.6	23251	-0.929249674233048	0.929249674233048	0.000293348707398686	14.2322979069759	753	3.1579
AC010595.1	19619	0.928512352004381	0.928512352004381	0.0182891960519782	7.66572782596877	754	3.1621
PGAP4	10573	-0.928012701911897	0.928012701911897	5.19947965268724e-09	446.922730914782	755	3.1663
KC6	21365	0.927949277160185	0.927949277160185	0.00152047837560249	23.9958290120915	756	3.1705
LILRA2	18764	-0.927837731488606	0.927837731488606	3.9013651174268e-11	225.284878875406	757	3.1747
AC106045.1	23655	0.927769766913545	0.927769766913545	0.00155012226286597	26.7414248498447	758	3.1789
LINC02133	20845	0.925526977834895	0.925526977834895	0.000303670045097393	19.7934103691095	759	3.1831
ATP8A2	6198	-0.92522299438	0.92522299438	8.2304522354057e-10	237.184623961245	760	3.1873
AC097493.3	23253	-0.923835264299297	0.923835264299297	7.33781889265059e-06	9.61235923586307	761	3.1915
S100A8	7804	0.92360654406209	0.92360654406209	5.3559518654995e-08	1416.11709445069	762	3.1957
AL138900.2	23416	-0.923416559525593	0.923416559525593	4.6779830297516e-05	23.1609056871655	763	3.1999
MELTF	10276	0.923318160904078	0.923318160904078	2.76009483856781e-10	1240.48511375573	764	3.2041
LINC02331	18283	0.922983005758278	0.922983005758278	1.22182694720493e-05	37.7555541404471	765	3.2083
AC110619.1	16517	0.922660341746603	0.922660341746603	8.34132158944161e-08	88.9220653309921	766	3.2125
HSPD1P11	19675	0.92248376549133	0.92248376549133	3.2132518352128e-08	7.76230323834931	767	3.2167
C1orf158	9277	-0.92229058030569	0.92229058030569	0.000710800887440979	47.5206078494865	768	3.2209
BCAS1	863	-0.922226507285758	0.922226507285758	2.49964765487659e-06	1548.5646507459	769	3.2251
CDC7	1986	0.92216410299539	0.92216410299539	3.75453732798011e-33	513.829679820439	770	3.2293
KIF18B	14091	0.922091808127214	0.922091808127214	1.19294432927422e-15	647.745321781919	771	3.2335
TCIM	12697	-0.92125204302143	0.92125204302143	2.23298012293335e-13	15308.5697157803	772	3.2377
AC026412.2	17909	0.920977632285249	0.920977632285249	2.09734409035031e-09	14.7862199911965	773	3.2419
ABCA3	11177	-0.9206090834747	0.9206090834747	4.31744650150435e-11	12184.7322894448	774	3.2461
SULT1B1	12224	-0.919517138166207	0.919517138166207	7.2769623479694e-09	107.889014653082	775	3.2503
ANKRD29	8945	-0.919081042527236	0.919081042527236	7.51822609170784e-11	827.315584512053	776	3.2545
AC097358.2	21933	0.919049858991631	0.919049858991631	1.57708526689082e-11	5.91044986125636	777	3.2587
HHIP	10341	-0.918658774247652	0.918658774247652	2.11897037253888e-05	680.842438696872	778	3.2629
CYCSP6	16307	0.918368991990391	0.918368991990391	0.00889862491845698	14.907790353955	779	3.2671
AC090192.2	19751	0.91795996893058	0.91795996893058	0.000254950299596202	28.47602140091	780	3.2713
